Code,age_class,actual_age,wet_weight_g,species,migiobox,spawn_time,recruit_time,flag_migrate,migrate_time_adult_1,migrate_time_adult_2,migrate_return_adult_1,migrate_return_adult_2,migrate_time_juv_1,migrate_time_juv_2,migrate_return_juv_1,migrate_return_juv_2,age_maturity,adult_initial_1,adult_initial_2,juv_initial_1,juv_initial_2,struct_N_mg,resN_mg,mum_growth_rate,clearance,exponential_decay,proportional_age_distribution,avg_ind_w,total_numbers,numbers_at_age,prop_age_j,proportional_age_dist_juv,prop_age_a,proportional_age_dist_a,tot_biomass_age,prop_biomass_age,age_class_juv,numbers_init,nums_out_mig,recruit_salmon,Name,Long Name
MVR,0,0,2.946931028,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,7.082266348,18.76800583,7.717040254,0.771704025,1.288527379,0.238597183,0.70312944,15385,3671,1,0.166666667,0,0,10818.1838,0.00245695,1,3671,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,1,3.9,19.68929838,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,47.31866951,125.3944742,29.16439382,2.916439382,1,0.185170441,3.645876057,15385,2849,1,0.166666667,0,0,56094.8111,0.012739858,1,2849,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,2,7.8,108.9808549,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,261.9102496,694.0621617,96.61330366,9.661330366,0.776079745,0.143707028,15.6613148,15385,2211,1,0.166666667,0,0,240956.6701,0.054724378,0,2211,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,3,11.7,256.9653647,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,617.5567524,1636.525394,176.118103,17.6118103,0.60229977,0.111528114,28.65886245,15385,1716,1,0.166666667,0,0,440952.5659,0.100146035,0,1716,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,4,15.6,431.9228937,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,1038.026661,2750.770653,253.3238866,25.33238866,0.467432652,0.08655471,37.38496088,15385,1332,1,0.166666667,0,0,575321.2945,0.130662912,0,1332,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,5,19.5,607.9381047,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,1461.038463,3871.751929,321.8054103,32.18054103,0.362765014,0.067173357,40.83724357,15385,1034,1,0.166666667,0,0,628608.0002,0.142765013,0,1034,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,6,23.4,769.5067866,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,1849.331378,4900.728154,379.5251003,37.95251003,0.281534579,0.052131882,40.11583704,15385,803,0,0,0,0,617913.9497,0.140336255,0,803,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,7,27.3,909.5600236,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,2185.916904,5792.679795,426.6519557,42.66519557,0.218493284,0.040458498,36.79943215,15385,623,0,0,1,0.25,566655.8947,0.128694888,0,623,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,8,31.2,1026.443461,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,2466.819179,6537.070827,464.3295341,46.43295341,0.169568212,0.031399021,32.22931937,15385,484,0,0,1,0.25,496798.635,0.1128294,0,484,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,9,35.1,1121.475395,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,2695.20643,7142.29704,494.0200901,49.40200901,0.131598455,0.024368144,27.32827381,15385,375,0,0,1,0.25,420553.2733,0.095513091,0,375,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
MVR,10,39,1197.327602,Midwater vulnerable rockfish,0,1,90,0,364,NA,0,NA,364,NA,0,NA,6,1,1,1,1,2877.499645,7625.37406,517.1789997,51.71789997,0.102130895,0.018911623,22.6434081,15385,291,0,0,1,0.25,348422.3323,0.079131221,0,291,0,NA,MidVRock_Fish,Midwater vulnerable rockfish
SMD,0,0,0.743708883,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1.787332092,4.736430044,2.943566584,0.294356658,1.755676291,0.445635356,0.331422973,267394604,119160490,1,0.5,0,0,88620714.97,0.020442201,1,119160490,0,NA,SmDem_Fish,Small demersal fish
SMD,1,1,5.0598472,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,12.16017111,32.22445345,11.26647266,1.126647266,1,0.253825468,1.284318083,267394604,67871561,1,0.5,0,0,343419727.9,0.079216863,1,67871561,0,NA,SmDem_Fish,Small demersal fish
SMD,2,2,25.63967636,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,61.61902513,163.2904166,35.08573371,3.508573371,0.569581081,0.144574184,3.706835297,267394604,38658357,0,0,0,0,991187762.1,0.228637956,0,38658357,0,NA,SmDem_Fish,Small demersal fish
SMD,3,3,53.62552816,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,128.8765397,341.5228302,58.81009669,5.881009669,0.324422608,0.08234672,4.415886364,267394604,22019069,0,0,1,0.333333333,1180784205,0.272372297,0,22019069,0,NA,SmDem_Fish,Small demersal fish
SMD,4,4,80.17712375,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,192.6871515,510.6209516,77.93402677,7.793402677,0.18478498,0.046903134,3.760558373,267394604,12541645,0,0,1,0.333333333,1005553023,0.231951601,0,12541645,0,NA,SmDem_Fish,Small demersal fish
SMD,5,5,101.5777781,Small demersal fish,0,32,70,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,244.1186687,646.9144722,91.97099432,9.197099432,0.105250029,0.026715138,2.713664332,267394604,7143484,0,0,1,0.333333333,725619232.4,0.167379083,0,7143484,0,NA,SmDem_Fish,Small demersal fish
FDF,0,0,24.33083312,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,58.47352347,154.9548372,33.82218585,3.382218585,2.901132709,0.655312395,15.94429653,300385771,196846520,1,0.5,0,0,4789439828,0.172719864,1,196846520,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,1,2.3,117.5735603,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,282.5608275,748.7861929,101.8846023,10.18846023,1,0.225881565,26.55769976,300385771,67851608,1,0.5,0,0,7977555126,0.287691731,0,67851608,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,2,4.6,354.2692787,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,851.4041786,2256.221074,220.5084471,22.05084471,0.344692953,0.077859783,27.58332934,300385771,23387972,0,0,0,0,8285639972,0.298802086,0,23387972,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,3,6.9,511.2546258,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1228.682109,3256.007591,285.0610372,28.50610372,0.118813232,0.026837719,13.72090782,300385771,8061669,0,0,1,0.125,4121565568,0.148634552,0,8061669,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,4,9.2,588.9428256,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1415.387709,3750.777428,314.7335067,31.47335067,0.040954084,0.009250772,5.448176094,300385771,2778801,0,0,1,0.125,1636554913,0.059018497,0,2778801,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,5,11.5,623.6562532,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1498.813394,3971.855494,327.6072336,32.76072336,0.014116584,0.003188676,1.988637782,300385771,957833,0,0,1,0.125,597358539.9,0.021542328,0,957833,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,6,13.8,638.5628152,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1534.637864,4066.79034,333.0690845,33.30690845,0.004865887,0.001099114,0.701853443,300385771,330159,0,0,1,0.125,210827260.5,0.007602988,0,330159,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,7,16.1,644.8615138,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1549.775327,4106.904618,335.3654406,33.53654406,0.001677237,3.79E-04,0.244310241,300385771,113804,0,0,1,0.125,73387819.71,0.002646559,0,113804,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,8,18.4,647.5053329,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1556.129135,4123.742207,336.3273074,33.63273074,5.78E-04,1.31E-04,0.084557273,300385771,39228,0,0,1,0.125,25400339.2,9.16E-04,0,39228,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,9,20.7,648.611983,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1558.788712,4130.790087,336.7295758,33.67295758,1.99E-04,4.50E-05,0.02919611,300385771,13522,0,0,1,0.125,8770531.234,3.16E-04,0,13522,0,NA,SmFlat_Fish,Small-mouthed Flatfish
FDF,10,23,649.0746704,Small-mouthed Flatfish,0,17,109,0,364,NA,0,NA,364,NA,0,NA,2,1,1,1,1,1559.900674,4133.736786,336.897702,33.6897702,6.87E-05,1.55E-05,0.010070872,300385771,4661,0,0,1,0.125,3025337.039,1.09E-04,0,4661,0,NA,SmFlat_Fish,Small-mouthed Flatfish
HAP,0,0,12.81123664,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,30.78884075,81.590428,21.58765769,2.158765769,1.658643335,0.39862266,5.10684923,641021,255526,1,0.125,0,0,3273604.053,0.018528937,1,255526,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,1,2.3,78.5897131,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,188.8721776,500.5112707,76.85069121,7.685069121,1,0.240330547,18.88750875,641021,154057,1,0.125,0,0,12107295.43,0.068528542,1,154057,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,2,4.6,348.8345303,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,838.3430191,2221.609001,218.1350297,21.81350297,0.602902372,0.144895857,50.54467817,641021,92882,1,0.125,0,0,32400448.84,0.183389885,1,92882,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,3,6.9,665.732725,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1599.934451,4239.826295,342.9270312,34.29270312,0.36349127,0.087358056,58.15711649,641021,55999,1,0.125,0,0,37280366.87,0.211010725,1,55999,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,4,9.2,930.1975736,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,2235.514476,5924.113363,433.405509,43.3405509,0.219149748,0.052668379,48.99199832,641021,33762,1,0.125,0,0,31405330.48,0.177757413,0,33762,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,5,11.5,1120.41645,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,2692.6615,7135.552977,493.6935114,49.36935114,0.132125903,0.031753891,35.57758137,641021,20355,1,0.125,0,0,22806076.85,0.129084749,0,20355,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,6,13.8,1247.273512,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,2997.533074,7943.462647,532.1878746,53.21878746,0.07965902,0.019144496,23.87842268,641021,12273,1,0.125,0,0,15307787.81,0.086643659,0,12273,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,7,16.1,1328.441442,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,3192.601399,8460.39371,556.2006301,55.62006301,0.048026612,0.011542262,15.33321918,641021,7399,1,0.125,0,0,9829138.232,0.055633937,0,7399,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,8,18.4,1379.162,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,3314.496516,8783.415769,570.9820868,57.09820868,0.028955358,0.006958857,9.597391324,641021,4461,0,0,0,0,6152441.684,0.034823455,0,4461,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,9,20.7,1410.421649,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,3389.621842,8982.497884,580.0107747,58.00107747,0.017457254,0.004195511,5.917440203,641021,2690,0,0,1,0.5,3794034.235,0.021474625,0,2690,0,NA,PiscFlat_Fish,Piscivorous flatfish
HAP,10,23,1429.530394,Piscivorous flatfish,0,335,104,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,3435.545287,9104.195013,585.5003529,58.55003529,0.01052502,0.002529484,3.615973994,641021,1622,0,0,1,0.5,2318698.299,0.013124072,0,1622,0,NA,PiscFlat_Fish,Piscivorous flatfish
DOG,0,0,24.38276961,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,58.59834081,155.2856032,33.87270737,3.387270737,2.00491166,0.501463244,12.22706274,15158012,7601186,1,0.090909091,0,NA,185337967,0.020630231,1,6841067.4,760119,NA,Spinydog_Fish,Spiny dogfish
DOG,1,7.4,172.5491768,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,414.6819918,1098.907279,133.2695128,13.32695128,1,0.250117376,43.15754736,15158012,3791283,1,0.090909091,0,NA,654182760.7,0.072818009,1,3412154.7,379129,NA,Spinydog_Fish,Spiny dogfish
DOG,2,14.8,961.0996549,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,2309.780473,6120.918255,443.4347059,44.34347059,0.498775093,0.124752318,119.8994094,15158012,1890998,1,0.090909091,0,NA,1817437525,0.202301543,1,1701898.2,189100,NA,Spinydog_Fish,Spiny dogfish
DOG,3,22.2,2197.115777,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,5280.259018,13992.6864,791.022516,79.1022516,0.248776594,0.062223349,136.7119014,15158012,943183,1,0.090909091,0,NA,2072282250,0.23066867,1,848864.7,94319,NA,Spinydog_Fish,Spiny dogfish
DOG,4,29.6,3548.65434,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,8528.368998,22600.17785,1106.461672,110.6461672,0.124083569,0.031035457,110.1341078,15158012,470436,1,0.090909091,0,NA,1669414753,0.185824919,0,423392.4,47044,NA,Spinydog_Fish,Spiny dogfish
DOG,5,37,4796.759194,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,11527.90001,30548.93503,1366.329129,136.6329129,0.061889793,0.015479713,74.2524545,15158012,234642,1,0.090909091,0,NA,1125521171,0.125283355,0,211177.8,23465,NA,Spinydog_Fish,Spiny dogfish
DOG,6,44.4,5846.428138,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,14050.53626,37233.92109,1569.333396,156.9333396,0.030869088,0.007720895,45.13965878,15158012,117034,1,0.090909091,0,NA,684230870.7,0.076162707,0,105330.6,11704,NA,Spinydog_Fish,Spiny dogfish
DOG,7,51.8,6680.609303,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,16055.29753,42546.53847,1722.911768,172.2911768,0.015396732,0.00385099,25.72696102,15158012,58374,1,0.090909091,0,NA,389973887.5,0.043408545,0,52536.6,5838,NA,Spinydog_Fish,Spiny dogfish
DOG,8,59.2,7319.991531,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,17591.90466,46618.54736,1836.746372,183.6746372,0.007679506,0.001920778,14.06007869,15158012,29116,1,0.090909091,0,NA,213128873.4,0.023723677,0,26204.4,2912,NA,Spinydog_Fish,Spiny dogfish
DOG,9,66.6,7798.49155,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,18741.86866,49665.95196,1919.991075,191.9991075,0.003830347,9.58E-04,7.471237412,15158012,14522,1,0.090909091,0,NA,113249694.3,0.012605984,0,13069.8,1453,NA,Spinydog_Fish,Spiny dogfish
DOG,10,74,8150.855158,Spiny dogfish,0.9,275,665,1,1,NA,121,NA,1,NA,121,NA,29,1,NA,1,NA,19588.693,51910.03646,1980.313776,198.0313776,0.001910481,4.78E-04,3.894842186,15158012,7244,1,0.090909091,0,NA,59044794.76,0.00657236,0,6519.6,725,NA,Spinydog_Fish,Spiny dogfish
SBL,0,0,10062.91948,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,24183.89684,64087.32664,2295.083992,229.5083992,1.261119729,0.224552259,2259.651305,33,8,1,0.090909091,0,NA,80503.35581,0.008983009,1,0,8,NA,Sixgill_Shark,Sixgill Shark
SBL,1,8,52238.31975,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,125542.7055,332688.1696,7269.159952,726.9159952,1,0.178057844,9301.442568,33,6,1,0.090909091,0,NA,313429.9185,0.034974241,1,0,6,NA,Sixgill_Shark,Sixgill Shark
SBL,2,16,187448.7157,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,450489.5835,1193797.396,17779.08942,1777.908942,0.792946123,0.141190277,26465.93606,33,5,1,0.090909091,0,NA,937243.5785,0.104582812,1,0,5,NA,Sixgill_Shark,Sixgill Shark
SBL,3,24,310470.4412,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,746143.8144,1977281.109,25310.80552,2531.080552,0.628763554,0.111956283,34759.11647,33,4,1,0.090909091,0,NA,1241881.765,0.138576023,0,4,0,NA,Sixgill_Shark,Sixgill Shark
SBL,4,32,392938.2411,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,944336.0757,2502490.601,29848.24449,2984.824449,0.498575623,0.0887753,34883.21036,33,3,1,0.090909091,0,NA,1178814.723,0.131538654,0,3,0,NA,Sixgill_Shark,Sixgill Shark
SBL,5,40,441789.1363,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1061737.891,2813605.41,32399.79842,3239.979842,0.395343607,0.07039403,31099.31781,33,3,1,0.090909091,0,NA,1325367.409,0.147891812,0,3,0,NA,Sixgill_Shark,Sixgill Shark
SBL,6,48,469109.2861,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1127395.545,2987598.194,33789.64326,3378.964326,0.313486181,0.055818673,26185.05801,33,2,1,0.090909091,0,NA,938218.5723,0.104691608,0,2,0,NA,Sixgill_Shark,Sixgill Shark
SBL,7,56,483959.318,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1163084.158,3082173.018,34534.88267,3453.488267,0.248577652,0.044261201,21420.62048,33,2,1,0.090909091,0,NA,967918.6361,0.108005705,0,2,0,NA,Sixgill_Shark,Sixgill Shark
SBL,8,64,491914.6595,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1182202.979,3132837.895,34931.28976,3493.128976,0.197108685,0.035096747,17264.60458,33,2,1,0.090909091,0,NA,983829.3191,0.109781106,0,2,0,NA,Sixgill_Shark,Sixgill Shark
SBL,9,72,496144.4335,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1192368.261,3159775.892,35141.27154,3514.127154,0.156296568,0.02782983,13807.61516,33,1,1,0.090909091,0,NA,496144.4335,0.055362535,0,1,0,NA,Sixgill_Shark,Sixgill Shark
SBL,10,80,498384.5198,Sixgill Shark,1,32,663,1,91,NA,305,NA,364,NA,0,NA,19,1,NA,0,NA,1197751.79,3174042.244,35252.26017,3525.226017,0.123934758,0.022067556,10998.12815,33,1,1,0.090909091,0,NA,498384.5198,0.055612496,0,1,0,NA,Sixgill_Shark,Sixgill Shark
SSK,0,0,10.52286068,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,25.28925901,67.0165364,18.80985553,1.880985553,1.68202765,0.406813683,4.280843711,3615927,1471009,1,0.142857143,0,0,15479222.76,0.004838453,1,1471009,0,NA,SkateRay,Skates
SSK,1,2.6,78.53356332,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,188.7372346,500.1536718,76.81225198,7.681225198,1,0.241859094,18.99405647,3615927,874545,1,0.142857143,0,0,68681135.14,0.021468159,1,874545,0,NA,SkateRay,Skates
SSK,2,5.2,526.7810912,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,1265.996374,3354.890391,291.0937695,29.10937695,0.594520548,0.143790201,75.74595902,3615927,519935,1,0.142857143,0,0,273891926.7,0.085612381,1,519935,0,NA,SkateRay,Skates
SSK,3,7.8,1473.424577,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,3541.034792,9383.7422,598.0277302,59.80277302,0.353454682,0.085486229,125.957511,3615927,309112,1,0.142857143,0,0,455453217.8,0.142364308,0,309112,0,NA,SkateRay,Skates
SSK,4,10.4,2890.033377,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,6945.52602,18405.64396,958.3492043,95.83492043,0.210136071,0.05082332,146.8810905,3615927,183774,1,0.142857143,0,0,531112993.9,0.166013831,0,183774,0,NA,SkateRay,Skates
SSK,5,13,4678.321253,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,11243.26184,29794.64389,1342.625262,134.2625262,0.124930212,0.030215508,141.3578529,3615927,109258,1,0.142857143,0,0,511144023.5,0.159771986,0,109258,0,NA,SkateRay,Skates
SSK,6,15.6,6720.195186,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,16150.43303,42798.64755,1730.0518,173.00518,0.074273578,0.01796374,120.7198413,3615927,64956,1,0.142857143,0,0,436516998.5,0.136445277,0,64956,0,NA,SkateRay,Skates
SSK,7,18.2,8903.528314,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,21397.56865,56703.55692,2106.615555,210.6615555,0.044157168,0.010679813,95.08801516,3615927,38618,0,0,0,0,343836456.4,0.107475449,0,38618,0,NA,SkateRay,Skates
SSK,8,20.8,11133.55345,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,26756.91769,70905.83189,2463.402879,246.3402879,0.026252344,0.006349368,70.6910294,3615927,22959,0,0,1,0.333333333,255615253.7,0.079899509,0,22959,0,NA,SkateRay,Skates
SSK,9,23.4,13336.24759,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,32050.583,84934.04498,2795.215787,279.5215787,0.015607558,0.00377483,50.34206504,3615927,13650,0,0,1,0.333333333,182039779.6,0.056901491,0,13650,0,NA,SkateRay,Skates
SSK,10,26,15457.58406,Skates,0,1,365,0,364,NA,0,NA,364,NA,0,NA,7,1,1,1,1,37148.724,98444.11861,3099.494838,309.9494838,0.009279014,0.002244214,34.69012486,3615927,8115,0,0,1,0.333333333,125438294.6,0.039209155,0,8115,0,NA,SkateRay,Skates
RAT,0,0,9.096312455,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,21.86088069,57.93133383,16.98625129,1.698625129,1.351209342,0.269763098,2.453849425,283434808,76460252,1,0.125,0,0,695506342.6,0.011001588,1,76460252,0,NA,Ratfish,Ratfish
RAT,1,1.4,41.02389581,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,98.59143429,261.2673009,48.75482659,4.875482659,1,0.199645672,8.190243266,283434808,56586533,1,0.125,0,0,2321400034,0.036720136,1,56586533,0,NA,Ratfish,Ratfish
RAT,2,2.8,153.8671087,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,369.783967,979.9275128,122.996808,12.2996808,0.740077773,0.147753325,22.73437686,283434808,41878436,1,0.125,0,0,6443713864,0.101927306,1,41878436,0,NA,Ratfish,Ratfish
RAT,3,4.2,290.753353,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,698.7583584,1851.70965,192.0255855,19.20255855,0.54771511,0.109348951,31.79357426,283434808,30993300,1,0.125,0,0,9011405895,0.142543314,1,30993300,0,NA,Ratfish,Ratfish
RAT,4,5.6,420.5012251,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1010.577325,2678.029912,248.6158836,24.86158836,0.405351778,0.080926728,34.02978843,283434808,22937452,1,0.125,0,0,9645226666,0.152569154,1,22937452,0,NA,Ratfish,Ratfish
RAT,5,7,530.2609356,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1274.359374,3377.052342,292.4384877,29.24384877,0.299991841,0.059892073,31.75842662,283434808,16975499,1,0.125,0,0,9001443983,0.142385735,1,16975499,0,NA,Ratfish,Ratfish
RAT,6,8.4,617.4777204,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1483.964721,3932.506511,325.3319304,32.53319304,0.222017294,0.044324792,27.36957147,283434808,12563189,1,0.125,0,0,7757489304,0.122708737,0,12563189,0,NA,Ratfish,Ratfish
RAT,7,9.8,684.2108572,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1644.342363,4357.507262,349.5624372,34.95624372,0.164310064,0.032803793,22.44471152,283434808,9297737,1,0.125,0,0,6361612603,0.10062862,0,9297737,0,NA,Ratfish,Ratfish
RAT,8,11.2,734.0548664,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1764.130897,4674.946878,367.199221,36.7199221,0.121602226,0.024277358,17.82091298,283434808,6881049,0,0,0,0,5051067504,0.079898288,0,6881049,0,NA,Ratfish,Ratfish
RAT,9,12.6,770.6962849,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1852.190062,4908.303665,379.9356723,37.99356723,0.089995105,0.017967133,13.84720284,283434808,5092511,0,0,1,0.5,3924779308,0.062082549,0,5092511,0,NA,Ratfish,Ratfish
RAT,10,14,797.3442515,Ratfish,0,182,270,0,364,NA,0,NA,364,NA,0,NA,8,1,1,1,1,1916.232279,5078.015541,389.0844667,38.90844667,0.066603377,0.013297076,10.60234707,283434808,3768855,0,0,1,0.5,3005074869,0.047534573,0,3768855,0,NA,Ratfish,Ratfish
